订单 ID,订单日期,发货日期,产品名称,类别,子类别,客户名称,细分,国家,地区,城市,省/自治区,邮寄方式,销售额,利润,折扣,数量
CN-2017-2554132,2017/8/31,2017/9/5,"Binney & Smith 钢笔, 金属",办公用品,美术,马惠英,公司,中国,华北,北京,北京,标准级,431,22,0%,7
CN-2017-3850588,2017/8/31,2017/9/5,"Fellowes 锁柜, 单宽度",办公用品,收纳具,柳明,小型企业,中国,东北,沈阳,辽宁,标准级,"3,871","1,509",0%,4
CN-2017-2372663,2017/8/31,2017/9/5,"Enermax 令, 每包 12 个",办公用品,纸张,曹琼,小型企业,中国,华北,北京,北京,标准级,304,33,0%,2
CN-2017-3850588,2017/8/31,2017/9/5,"Novimex 椅垫, 可调",家具,椅子,柳明,小型企业,中国,东北,沈阳,辽宁,标准级,494,57,40%,3
CN-2017-3850588,2017/8/31,2017/9/5,"Advantus 闹钟, 一包多件",家具,用具,柳明,小型企业,中国,东北,沈阳,辽宁,标准级,720,-60,40%,5
CN-2017-2372663,2017/8/31,2017/9/5,"Advantus 框架, 耐用",家具,用具,曹琼,小型企业,中国,华北,北京,北京,标准级,"1,514",409,0%,3
CN-2017-2372663,2017/8/31,2017/9/5,"柯尼卡 卡片打印机, 白色",技术,设备,曹琼,小型企业,中国,华北,北京,北京,标准级,"1,620",16,0%,2
CN-2017-5592498,2017/8/31,2017/9/5,"Memorex 记忆卡, 耐用",技术,配件,冯婷,小型企业,中国,西南,小围寨,贵州,标准级,"1,913",592,0%,4
CN-2017-2594036,2017/8/31,2017/9/6,"Avery 合法证物标签, 耐用",办公用品,标签,洪黎明,消费者,中国,东北,大庆,黑龙江,标准级,274,79,0%,5
CN-2017-2594036,2017/8/31,2017/9/6,"Advantus 门挡, 一包多件",家具,用具,洪黎明,消费者,中国,东北,大庆,黑龙江,标准级,421,168,0%,2
CN-2017-1118317,2017/9/1,2017/9/1,"Novimex 沙滩椅, 每套两件",家具,椅子,邓惠,消费者,中国,东北,南岔,黑龙江,当日,450,166,0%,2
CN-2017-2805987,2017/9/1,2017/9/3,"Eaton 信纸, 每包 12 个",办公用品,纸张,苏晒明,消费者,中国,华东,青岛,山东,二级,230,41,0%,1
CN-2017-2805987,2017/9/1,2017/9/3,"Rubvermaid 门挡, 耐用",家具,用具,苏晒明,消费者,中国,华东,青岛,山东,二级,"1,143",182,0%,6
CN-2017-2805987,2017/9/1,2017/9/3,"Memorex 闪存驱动器, 可编程",技术,配件,苏晒明,消费者,中国,华东,青岛,山东,二级,433,147,0%,3
CN-2017-2990089,2017/9/1,2017/9/6,"Kraft 局间信封, 每套 50 个",办公用品,信封,谷莲,公司,中国,东北,大连,辽宁,标准级,438,52,0%,2
CN-2017-1608087,2017/9/2,2017/9/4,"SanDisk 闪存驱动器, 可编程",技术,配件,林青,消费者,中国,华东,潍坊,山东,二级,"1,724",793,0%,9
CN-2017-2017739,2017/9/3,2017/9/6,"Cameo 商业信封, 红色",办公用品,信封,程蔓楚,消费者,中国,华北,石家庄,河北,一级,956,410,0%,10
CN-2017-2017739,2017/9/3,2017/9/6,"Enermax 信纸, 优质",办公用品,纸张,程蔓楚,消费者,中国,华北,石家庄,河北,一级,"2,857",857,0%,13
CN-2017-2017739,2017/9/3,2017/9/6,"Avery 打孔机, 实惠",办公用品,装订机,程蔓楚,消费者,中国,华北,石家庄,河北,一级,"1,040",52,0%,8
CN-2017-3649263,2017/9/3,2017/9/7,"Hamilton Beach 炉灶, 白色",办公用品,器具,陶聪,消费者,中国,华北,天津,天津,标准级,"7,567","1,664",0%,3
CN-2017-3649263,2017/9/3,2017/9/7,"Acme 开信刀, 锯齿状",办公用品,用品,陶聪,消费者,中国,华北,天津,天津,标准级,377,162,0%,3
CN-2017-2810282,2017/9/3,2017/9/8,"Novimex 圆形标签, 耐用",办公用品,标签,戴武,消费者,中国,华东,宁海,山东,二级,124,46,0%,4
CN-2017-2810282,2017/9/3,2017/9/8,"Eaton 令, 回收",办公用品,纸张,戴武,消费者,中国,华东,宁海,山东,二级,247,113,0%,2
CN-2017-2810282,2017/9/3,2017/9/8,"Hewlett 传真复印机, 红色",技术,复印机,戴武,消费者,中国,华东,宁海,山东,二级,"3,567",356,0%,4
CN-2017-3740832,2017/9/3,2017/9/10,"GlobeWeis 马尼拉纸信封, 红色",办公用品,信封,彭博,公司,中国,东北,朗乡,黑龙江,标准级,433,182,0%,3
CN-2017-5909028,2017/9/4,2017/9/4,"Deflect-O 门挡, 耐用",家具,用具,巩德,小型企业,中国,东北,鞍山,辽宁,当日,344,28,40%,3
CN-2017-5943918,2017/9/4,2017/9/5,"Hamilton Beach 搅拌机, 白色",办公用品,器具,戴珑,公司,中国,中南,宜城,湖北,一级,969,-97,40%,5
CN-2017-5943918,2017/9/4,2017/9/5,"宜家 柜, 金属",家具,书架,戴珑,公司,中国,中南,宜城,湖北,一级,"2,384",318,40%,6
CN-2017-2588842,2017/9/4,2017/9/7,"Jiffy 局间信封, 每套 50 个",办公用品,信封,许根基,小型企业,中国,华东,宁波,浙江,一级,433,125,0%,2
CN-2017-4195213,2017/9/4,2017/9/8,"Kraft 邮寄品, 回收",办公用品,信封,刘明,公司,中国,华东,上海,上海,标准级,851,298,0%,5
CN-2017-4195213,2017/9/4,2017/9/8,"Novimex 文件夹标签, 可调",办公用品,标签,刘明,公司,中国,华东,上海,上海,标准级,201,90,0%,7
CN-2017-2662386,2017/9/4,2017/9/8,"Avery 孔加固材料, 实惠",办公用品,装订机,巩达侠,消费者,中国,华东,合肥,安徽,标准级,103,47,0%,5
CN-2017-4195213,2017/9/4,2017/9/8,"Sauder 书库, 传统",家具,书架,刘明,公司,中国,华东,上海,上海,标准级,"3,618","1,556",0%,2
CN-2017-2662386,2017/9/4,2017/9/8,"Bush 柜, 白色",家具,书架,巩达侠,消费者,中国,华东,合肥,安徽,标准级,"3,404",987,0%,5
CN-2017-2662386,2017/9/4,2017/9/8,"Brother 个人复印机, 数字化",技术,复印机,巩达侠,消费者,中国,华东,合肥,安徽,标准级,"1,995",638,0%,3
CN-2017-2662386,2017/9/4,2017/9/8,"Hewlett 传真复印机, 每套两件",技术,复印机,巩达侠,消费者,中国,华东,合肥,安徽,标准级,"2,700",540,0%,3
CN-2017-2662386,2017/9/4,2017/9/8,"佳能 墨水, 红色",技术,复印机,巩达侠,消费者,中国,华东,合肥,安徽,标准级,"4,070","1,587",0%,6
US-2017-5801512,2017/9/4,2017/9/9,"SanDisk 计划信息表, 每包 12 个",办公用品,纸张,贾嫒,公司,中国,华北,天津,天津,二级,261,13,0%,2
US-2017-5801512,2017/9/4,2017/9/9,"Sanford 记号笔, 金属",办公用品,美术,贾嫒,公司,中国,华北,天津,天津,二级,229,110,0%,2
US-2017-5801512,2017/9/4,2017/9/9,"Bevis 电脑桌, 黑色",家具,桌子,贾嫒,公司,中国,华北,天津,天津,二级,"22,501","-2,100",25%,13
CN-2017-1900344,2017/9/5,2017/9/11,"摩托罗拉 办公室电话机, 整包",技术,电话,麦平,消费者,中国,东北,新青,黑龙江,标准级,671,33,0%,2
US-2017-2352370,2017/9/6,2017/9/11,"Acco 装订机, 回收",办公用品,装订机,姚柏,消费者,中国,东北,北票,辽宁,标准级,478,39,40%,11
CN-2017-1244124,2017/9/7,2017/9/10,"Kleencut 修剪器, 工业",办公用品,用品,邵伟,公司,中国,华东,夏镇,山东,二级,"1,005",100,0%,5
CN-2017-4800042,2017/9/7,2017/9/11,"Sanford 铅笔刀, 蓝色",办公用品,美术,葛欢,公司,中国,华北,天津,天津,标准级,241,43,0%,2
CN-2017-4800042,2017/9/7,2017/9/11,"Rubvermaid 门挡, 一包多件",家具,用具,葛欢,公司,中国,华北,天津,天津,标准级,205,76,0%,1
CN-2017-4448783,2017/9/7,2017/9/11,"Sauder 书架, 金属",家具,书架,邵绅,消费者,中国,中南,深圳,广东,二级,"1,365",314,0%,2
CN-2017-1031662,2017/9/7,2017/9/12,"Sauder 柜, 金属",家具,书架,夏平,消费者,中国,中南,武汉,湖北,标准级,930,46,40%,2
CN-2017-2693856,2017/9/8,2017/9/10,"Hamilton Beach 冰箱, 黑色",办公用品,器具,涂辉,小型企业,中国,华东,宜春,江西,一级,"6,994",210,0%,3
CN-2017-2098822,2017/9/8,2017/9/11,"Sanford 铅笔刀, 混合尺寸",办公用品,美术,邱升,消费者,中国,中南,浯溪,湖南,一级,217,-38,20%,2
CN-2017-2098822,2017/9/8,2017/9/11,"Acco 孔加固材料, 回收",办公用品,装订机,邱升,消费者,中国,中南,浯溪,湖南,一级,98,2,0%,3
CN-2017-3798503,2017/9/8,2017/9/11,"Eldon 相框, 优质",家具,用具,卢壁,消费者,中国,中南,湘潭,湖南,一级,"1,324",132,0%,5
US-2017-5728538,2017/9/8,2017/9/12,"Rogers 文件车, 单宽度",办公用品,收纳具,廖乐,消费者,中国,中南,蒲庙,广西,标准级,"1,322",529,0%,2
US-2017-3772912,2017/9/8,2017/9/12,"Smead 合法证物标签, 可调",办公用品,标签,邵鹏,消费者,中国,中南,深圳,广东,标准级,84,17,0%,2
US-2017-5728538,2017/9/8,2017/9/12,"Avery 可去除的标签, 耐用",办公用品,标签,廖乐,消费者,中国,中南,蒲庙,广西,标准级,52,4,0%,1
US-2017-3772912,2017/9/8,2017/9/12,"Stockwell 橡皮筋, 金属",办公用品,系固件,邵鹏,消费者,中国,中南,深圳,广东,标准级,228,102,0%,3
US-2017-5728538,2017/9/8,2017/9/12,"Cardinal 孔加固材料, 回收",办公用品,装订机,廖乐,消费者,中国,中南,蒲庙,广西,标准级,53,25,0%,2
US-2017-5728538,2017/9/8,2017/9/12,"Hon 扶手椅, 可调",家具,椅子,廖乐,消费者,中国,中南,蒲庙,广西,标准级,"5,791",-129,10%,3
US-2017-3772912,2017/9/8,2017/9/12,"Eldon 灯泡, 一包多件",家具,用具,邵鹏,消费者,中国,中南,深圳,广东,标准级,236,49,0%,2
US-2017-5728538,2017/9/8,2017/9/12,"惠普 墨水, 彩色",技术,复印机,廖乐,消费者,中国,中南,蒲庙,广西,标准级,"3,037","1,336",0%,5
US-2017-1594949,2017/9/8,2017/9/13,"Kraft 商业信封, 回收",办公用品,信封,佘巧,消费者,中国,东北,五常,黑龙江,标准级,213,68,0%,3
US-2017-1594949,2017/9/8,2017/9/13,"Elite 剪刀, 工业",办公用品,用品,佘巧,消费者,中国,东北,五常,黑龙江,标准级,338,68,0%,3
CN-2017-5956361,2017/9/8,2017/9/13,"Boston 钢笔, 整包",办公用品,美术,邓姝,消费者,中国,华北,天津,天津,标准级,203,99,0%,3
CN-2017-5956361,2017/9/8,2017/9/13,"Stanley 铅笔刀, 蓝色",办公用品,美术,邓姝,消费者,中国,华北,天津,天津,标准级,809,251,0%,7
CN-2017-5956361,2017/9/8,2017/9/13,"Wilson Jones 装订机, 回收",办公用品,装订机,邓姝,消费者,中国,华北,天津,天津,标准级,312,112,0%,5
US-2017-1594949,2017/9/8,2017/9/13,"Office Star 摇椅, 红色",家具,椅子,佘巧,消费者,中国,东北,五常,黑龙江,标准级,"2,630",157,0%,4
CN-2017-5956361,2017/9/8,2017/9/13,"Barricks 培训桌, 黑色",家具,桌子,邓姝,消费者,中国,华北,天津,天津,标准级,"6,684","-1,961",25%,6
CN-2017-5956361,2017/9/8,2017/9/13,"SAFCO 沙滩椅, 红色",家具,椅子,邓姝,消费者,中国,华北,天津,天津,标准级,"1,846",904,0%,8
CN-2017-5956361,2017/9/8,2017/9/13,"Eldon 框架, 一包多件",家具,用具,邓姝,消费者,中国,华北,天津,天津,标准级,"1,628",570,0%,3
CN-2017-5956361,2017/9/8,2017/9/13,"爱普生 电话, 耐用",技术,设备,邓姝,消费者,中国,华北,天津,天津,标准级,"2,649","1,298",0%,7
CN-2017-5468349,2017/9/8,2017/9/14,"Brother 个人复印机, 红色",技术,复印机,潘荷,小型企业,中国,西北,西安,陕西,标准级,"1,975",395,0%,3
CN-2017-3069391,2017/9/9,2017/9/11,"Stockwell 橡皮筋, 金属",办公用品,系固件,戴武,消费者,中国,东北,五常,黑龙江,二级,311,6,0%,4
CN-2017-3069391,2017/9/9,2017/9/11,"Enermax 令, 多色",办公用品,纸张,戴武,消费者,中国,东北,五常,黑龙江,二级,279,106,0%,2
CN-2017-1361457,2017/9/9,2017/9/12,"GlobeWeis 外皮和封条, 每套 50 个",办公用品,信封,邢盛,消费者,中国,华北,天津,天津,二级,299,18,0%,3
CN-2017-1361457,2017/9/9,2017/9/12,"施乐 令, 回收",办公用品,纸张,邢盛,消费者,中国,华北,天津,天津,二级,368,33,0%,3
CN-2017-1361457,2017/9/9,2017/9/12,"BIC 记号笔, 蓝色",办公用品,美术,邢盛,消费者,中国,华北,天津,天津,二级,123,18,0%,1
CN-2017-2375545,2017/9/9,2017/9/13,"SAFCO 椅垫, 红色",家具,椅子,邓秋,公司,中国,中南,湘乡,湖南,标准级,502,61,10%,2
CN-2017-1090625,2017/9/9,2017/9/13,"Dania 搁架, 金属",家具,书架,麦虢,公司,中国,华东,苏州,江苏,标准级,945,-441,40%,2
CN-2017-1090625,2017/9/9,2017/9/13,"Novimex 凳子, 可调",家具,椅子,麦虢,公司,中国,华东,苏州,江苏,标准级,"1,870",156,40%,4
CN-2017-4261740,2017/9/9,2017/9/14,"Fellowes 搁板, 金属",办公用品,收纳具,邵黎明,公司,中国,华东,常州,江苏,标准级,"1,062",63,0%,4
US-2017-1389726,2017/9/9,2017/9/14,"Acme 大剪刀, 蓝色",办公用品,用品,徐君,消费者,中国,中南,广水,湖北,二级,280,-135,40%,2
US-2017-1389726,2017/9/9,2017/9/14,"Binney & Smith 画布, 金属",办公用品,美术,徐君,消费者,中国,中南,广水,湖北,二级,442,"-1,614",80%,9
CN-2017-4936120,2017/9/9,2017/9/14,"Ames 局间信封, 回收",办公用品,信封,戴虎,消费者,中国,中南,深圳,广东,标准级,"1,230",406,0%,6
CN-2017-4936120,2017/9/9,2017/9/14,"Advantus 图钉, 金属",办公用品,系固件,戴虎,消费者,中国,中南,深圳,广东,标准级,320,83,0%,5
CN-2017-4936120,2017/9/9,2017/9/14,"Enermax 信纸, 每包 12 个",办公用品,纸张,戴虎,消费者,中国,中南,深圳,广东,标准级,478,100,0%,2
US-2017-1389726,2017/9/9,2017/9/14,"Barricks 会议桌, 组装",家具,桌子,徐君,消费者,中国,中南,广水,湖北,二级,"6,784","-2,374",60%,4
US-2017-3284020,2017/9/9,2017/9/14,"苹果 耳机, 混合尺寸",技术,电话,陈忠,公司,中国,华东,泰兴,江苏,标准级,426,-121,40%,2
CN-2017-4936120,2017/9/9,2017/9/14,"StarTech 喷墨打印机, 耐用",技术,设备,戴虎,消费者,中国,中南,深圳,广东,标准级,"1,409",507,0%,1
US-2017-4180783,2017/9/10,2017/9/10,"Hamilton Beach 炉灶, 红色",办公用品,器具,邹丽雪,小型企业,中国,华东,晋江,福建,当日,"7,593",0,0%,3
US-2017-2862017,2017/9/10,2017/9/10,"Stockwell 按钉, 混合尺寸",办公用品,系固件,贺晨,小型企业,中国,华东,扬州,江苏,当日,66,-10,40%,2
US-2017-2862017,2017/9/10,2017/9/10,"Stockwell 订书钉, 每包 12 个",办公用品,系固件,贺晨,小型企业,中国,华东,扬州,江苏,当日,83,-43,40%,3
US-2017-2862017,2017/9/10,2017/9/10,"Safco 书库, 传统",家具,书架,贺晨,小型企业,中国,华东,扬州,江苏,当日,"2,183",-728,40%,2
US-2017-4180783,2017/9/10,2017/9/10,"苹果 音频基座, 整包",技术,电话,邹丽雪,小型企业,中国,华东,晋江,福建,当日,"1,558",296,0%,2
CN-2017-2313079,2017/9/10,2017/9/16,"Stockwell 橡皮筋, 混合尺寸",办公用品,系固件,曹琼,小型企业,中国,华北,临水,河北,标准级,130,55,0%,2
CN-2017-2313079,2017/9/10,2017/9/16,"SanDisk 笔记本, 回收",办公用品,纸张,曹琼,小型企业,中国,华北,临水,河北,标准级,694,180,0%,5
CN-2017-2313079,2017/9/10,2017/9/16,"BIC 钢笔, 蓝色",办公用品,美术,曹琼,小型企业,中国,华北,临水,河北,标准级,200,90,0%,3
CN-2017-2313079,2017/9/10,2017/9/16,"Safco 书架, 金属",家具,书架,曹琼,小型企业,中国,华北,临水,河北,标准级,693,256,0%,1
CN-2017-2313079,2017/9/10,2017/9/16,"Sauder 书架, 传统",家具,书架,曹琼,小型企业,中国,华北,临水,河北,标准级,"4,796","1,630",0%,7
CN-2017-2313079,2017/9/10,2017/9/16,"Eldon 分层置放架, 优质",家具,用具,曹琼,小型企业,中国,华北,临水,河北,标准级,422,76,0%,3
CN-2017-4461870,2017/9/10,2017/9/17,"Kraft 外皮和封条, 每套 50 个",办公用品,信封,吕关茵,小型企业,中国,中南,枣阳,湖北,标准级,574,0,0%,6
CN-2017-4461870,2017/9/10,2017/9/17,"Kraft 邮寄品, 红色",办公用品,信封,吕关茵,小型企业,中国,中南,枣阳,湖北,标准级,192,69,0%,1
US-2017-1232384,2017/9/10,2017/9/17,"Breville 烤面包机, 黑色",办公用品,器具,邓达侠,消费者,中国,西北,肃州,甘肃,标准级,"1,066",-320,40%,5
US-2017-1297686,2017/9/11,2017/9/15,"Acco 装订机, 透明",办公用品,装订机,巩嫒,公司,中国,中南,仙桃,湖北,标准级,41,-27,40%,1
CN-2017-5598912,2017/9/11,2017/9/15,"Novimex 文件夹标签, 白色",办公用品,标签,楚宣,消费者,中国,西南,重庆,重庆,二级,116,0,0%,3
CN-2017-5598912,2017/9/11,2017/9/15,"Accos 回形针, 整包",办公用品,系固件,楚宣,消费者,中国,西南,重庆,重庆,二级,262,97,0%,4
CN-2017-3132230,2017/9/11,2017/9/15,"Rogers 文件车, 金属",办公用品,收纳具,封乐,消费者,中国,中南,钦州,广西,标准级,"8,534","1,108",0%,13
CN-2017-3132230,2017/9/11,2017/9/15,"Wilson Jones 标签, 透明",办公用品,装订机,封乐,消费者,中国,中南,钦州,广西,标准级,55,6,0%,2
CN-2017-1119011,2017/9/11,2017/9/15,"Smead 圆形标签, 红色",办公用品,标签,薛梦,消费者,中国,华东,上海,上海,标准级,94,46,0%,3
CN-2017-1119011,2017/9/11,2017/9/15,"OIC 橡皮筋, 金属",办公用品,系固件,薛梦,消费者,中国,华东,上海,上海,标准级,241,43,0%,3
CN-2017-1119011,2017/9/11,2017/9/15,"Avery 打孔机, 透明",办公用品,装订机,薛梦,消费者,中国,华东,上海,上海,标准级,383,137,0%,3
CN-2017-5598912,2017/9/11,2017/9/15,"Harbour Creations 椅垫, 红色",家具,椅子,楚宣,消费者,中国,西南,重庆,重庆,二级,"1,680",605,0%,5
CN-2017-3132230,2017/9/11,2017/9/15,"Advantus 框架, 优质",家具,用具,封乐,消费者,中国,中南,钦州,广西,标准级,"2,048",676,0%,4
CN-2017-1119011,2017/9/11,2017/9/15,"苹果 音频基座, 全尺寸",技术,电话,薛梦,消费者,中国,华东,上海,上海,标准级,"3,924","1,491",0%,5
CN-2017-1119011,2017/9/11,2017/9/15,"爱普生 计算器, 白色",技术,设备,薛梦,消费者,中国,华东,上海,上海,标准级,627,226,0%,3
US-2017-5448418,2017/9/11,2017/9/16,"Cuisinart 咖啡研磨机, 白色",办公用品,器具,严诚,公司,中国,东北,鞍山,辽宁,标准级,515,-52,40%,5
US-2017-5448418,2017/9/11,2017/9/16,"摩托罗拉 充电器, 混合尺寸",技术,电话,严诚,公司,中国,东北,鞍山,辽宁,标准级,"5,423","-2,531",40%,3
CN-2017-4188418,2017/9/11,2017/9/17,"KitchenAid 搅拌机, 银色",办公用品,器具,许莞颖,小型企业,中国,华东,铜陵,安徽,标准级,"4,183",585,0%,9
CN-2017-4188418,2017/9/11,2017/9/17,"Enermax 备忘录便条, 每包 12 个",办公用品,纸张,许莞颖,小型企业,中国,华东,铜陵,安徽,标准级,370,48,0%,4
CN-2017-4188418,2017/9/11,2017/9/17,"Cardinal 打孔机, 回收",办公用品,装订机,许莞颖,小型企业,中国,华东,铜陵,安徽,标准级,136,27,0%,1
CN-2017-4188418,2017/9/11,2017/9/17,"Cardinal 订书机, 耐用",办公用品,装订机,许莞颖,小型企业,中国,华东,铜陵,安徽,标准级,718,352,0%,3
US-2017-2352370,2017/9/11,2017/9/17,"Cardinal 订书机, 透明",办公用品,装订机,沈聪,消费者,中国,东北,沈阳,辽宁,标准级,"1,516",-683,40%,11
CN-2017-4188418,2017/9/11,2017/9/17,"Safco 书库, 传统",家具,书架,许莞颖,小型企业,中国,华东,铜陵,安徽,标准级,"9,095","1,819",0%,5
CN-2017-4188418,2017/9/11,2017/9/17,"Novimex 沙滩椅, 红色",家具,椅子,许莞颖,小型企业,中国,华东,铜陵,安徽,标准级,429,171,0%,2
US-2017-2352370,2017/9/11,2017/9/17,"Enermax 键盘, 实惠",技术,配件,沈聪,消费者,中国,东北,沈阳,辽宁,标准级,"1,402",-164,40%,6
CN-2017-5308381,2017/9/12,2017/9/14,"Smead 搁板, 工业",办公用品,收纳具,贺锦,消费者,中国,中南,南宁,广西,二级,231,14,0%,1
CN-2017-5308381,2017/9/12,2017/9/14,"Avery 打孔机, 实惠",办公用品,装订机,贺锦,消费者,中国,中南,南宁,广西,二级,260,13,0%,2
CN-2017-5308381,2017/9/12,2017/9/14,"Hon 沙滩椅, 黑色",家具,椅子,贺锦,消费者,中国,中南,南宁,广西,二级,179,-16,10%,1
CN-2017-5308381,2017/9/12,2017/9/14,"摩托罗拉 音频基座, 混合尺寸",技术,电话,贺锦,消费者,中国,中南,南宁,广西,二级,"3,289","1,085",0%,4
CN-2017-2328434,2017/9/12,2017/9/15,"Eaton 计划信息表, 每包 12 个",办公用品,纸张,黄娟,消费者,中国,华东,扬州,江苏,一级,346,17,0%,3
CN-2017-2877606,2017/9/12,2017/9/16,"Kleencut 修剪器, 锯齿状",办公用品,用品,贺荣,小型企业,中国,西南,安顺,贵州,标准级,"1,068",266,0%,6
CN-2017-2877606,2017/9/12,2017/9/16,"Cardinal 装订机盖, 实惠",办公用品,装订机,贺荣,小型企业,中国,西南,安顺,贵州,标准级,280,123,0%,5
